Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Colombo,PM2.5 - Principal,01-01-2023 02:00,2023,1,1,2,70,158,Unhealthy,48,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 03:00,2023,1,1,3,56.5,152,Unhealthy,43,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 04:00,2023,1,1,4,47.7,131,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 05:00,2023,1,1,5,42.8,119,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 06:00,2023,1,1,6,38.4,108,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 07:00,2023,1,1,7,37.2,105,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 08:00,2023,1,1,8,39.6,111,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 09:00,2023,1,1,9,38.8,109,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 10:00,2023,1,1,10,43.3,120,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 11:00,2023,1,1,11,42.1,117,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 12:00,2023,1,1,12,35,99,Moderate,28,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 13:00,2023,1,1,13,29.5,88,Moderate,24,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 14:00,2023,1,1,14,24.2,76,Moderate,19,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 15:00,2023,1,1,15,23.6,75,Moderate,23,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 16:00,2023,1,1,16,23.3,75,Moderate,23,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 17:00,2023,1,1,17,26.1,80,Moderate,29,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 18:00,2023,1,1,18,25.5,79,Moderate,25,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 19:00,2023,1,1,19,33.2,95,Moderate,41,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 20:00,2023,1,1,20,39.1,110,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 21:00,2023,1,1,21,46,127,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 22:00,2023,1,1,22,47,129,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,01-01-2023 23:00,2023,1,1,23,52.5,143,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 00:00,2023,1,2,0,47.2,130,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 01:00,2023,1,2,1,41.6,116,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 02:00,2023,1,2,2,32.8,95,Moderate,24,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 03:00,2023,1,2,3,26.9,82,Moderate,21,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 04:00,2023,1,2,4,25.9,80,Moderate,25,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 05:00,2023,1,2,5,25.4,79,Moderate,25,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 06:00,2023,1,2,6,27.7,84,Moderate,30,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 07:00,2023,1,2,7,34.3,98,Moderate,41,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 08:00,2023,1,2,8,44.6,123,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 09:00,2023,1,2,9,41.8,117,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 10:00,2023,1,2,10,38.4,108,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 11:00,2023,1,2,11,39.7,111,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 12:00,2023,1,2,12,35.3,100,Moderate,31,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 13:00,2023,1,2,13,30.6,90,Moderate,26,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 14:00,2023,1,2,14,33.3,96,Moderate,36,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 15:00,2023,1,2,15,31.6,92,Moderate,30,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 16:00,2023,1,2,16,31.8,92,Moderate,32,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 17:00,2023,1,2,17,31.4,92,Moderate,31,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 18:00,2023,1,2,18,35.2,100,Moderate,39,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 19:00,2023,1,2,19,30.6,90,Moderate,26,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 20:00,2023,1,2,20,38.7,109,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 21:00,2023,1,2,21,41.1,115,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 22:00,2023,1,2,22,41.5,116,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,02-01-2023 23:00,2023,1,2,23,39.9,112,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 00:00,2023,1,3,0,35.8,102,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 01:00,2023,1,3,1,32.6,94,Moderate,29,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 02:00,2023,1,3,2,31.9,93,Moderate,31,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 03:00,2023,1,3,3,29.2,87,Moderate,26,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 04:00,2023,1,3,4,28.1,85,Moderate,27,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 05:00,2023,1,3,5,25.9,80,Moderate,24,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 06:00,2023,1,3,6,26.4,81,Moderate,27,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 07:00,2023,1,3,7,29.7,88,Moderate,33,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 08:00,2023,1,3,8,35.1,99,Moderate,42,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 09:00,2023,1,3,9,37,105,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 10:00,2023,1,3,10,41,115,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 11:00,2023,1,3,11,41.9,117,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 12:00,2023,1,3,12,40.1,112,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 13:00,2023,1,3,13,33.5,96,Moderate,26,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 14:00,2023,1,3,14,31.8,92,Moderate,30,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 15:00,2023,1,3,15,29.6,88,Moderate,27,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 16:00,2023,1,3,16,28.8,86,Moderate,28,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 17:00,2023,1,3,17,28.2,85,Moderate,27,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 18:00,2023,1,3,18,31.5,92,Moderate,36,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 19:00,2023,1,3,19,42.9,119,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 20:00,2023,1,3,20,51.4,140,Unhealthy for Sensitive Groups,60,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 21:00,2023,1,3,21,48.7,134,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 22:00,2023,1,3,22,44.3,123,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,03-01-2023 23:00,2023,1,3,23,42.6,118,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 00:00,2023,1,4,0,39.3,110,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 01:00,2023,1,4,1,35.1,99,Moderate,31,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 02:00,2023,1,4,2,32,93,Moderate,29,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 03:00,2023,1,4,3,28.5,85,Moderate,25,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 04:00,2023,1,4,4,30.7,90,Moderate,33,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 05:00,2023,1,4,5,29.8,88,Moderate,29,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 06:00,2023,1,4,6,30.9,91,Moderate,32,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 07:00,2023,1,4,7,35.4,100,Moderate,40,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 08:00,2023,1,4,8,42.7,119,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 09:00,2023,1,4,9,45.8,126,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 10:00,2023,1,4,10,43.9,122,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 11:00,2023,1,4,11,46.4,128,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 12:00,2023,1,4,12,42.7,119,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 13:00,2023,1,4,13,38.3,108,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 14:00,2023,1,4,14,38.1,107,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 15:00,2023,1,4,15,37.9,107,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 16:00,2023,1,4,16,34.6,98,Moderate,30,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 17:00,2023,1,4,17,35.7,101,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 18:00,2023,1,4,18,35.8,102,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 19:00,2023,1,4,19,44.4,123,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 20:00,2023,1,4,20,49.9,136,Unhealthy for Sensitive Groups,56,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 21:00,2023,1,4,21,49.9,136,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 22:00,2023,1,4,22,50.9,139,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,04-01-2023 23:00,2023,1,4,23,48.1,132,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 00:00,2023,1,5,0,45.7,126,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 01:00,2023,1,5,1,42.1,117,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 02:00,2023,1,5,2,39.7,111,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 03:00,2023,1,5,3,38.4,108,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 04:00,2023,1,5,4,35.8,102,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 05:00,2023,1,5,5,34.2,97,Moderate,32,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 06:00,2023,1,5,6,36.2,103,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 07:00,2023,1,5,7,37.8,107,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 08:00,2023,1,5,8,47.5,131,Unhealthy for Sensitive Groups,59,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 09:00,2023,1,5,9,58.2,152,Unhealthy,68,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 10:00,2023,1,5,10,61.6,154,Unhealthy,65,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 11:00,2023,1,5,11,53.3,145,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 12:00,2023,1,5,12,51.1,139,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 13:00,2023,1,5,13,41.5,116,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 14:00,2023,1,5,14,33.7,96,Moderate,26,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 15:00,2023,1,5,15,32.3,93,Moderate,31,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 16:00,2023,1,5,16,26.6,81,Moderate,21,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 17:00,2023,1,5,17,38.8,109,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 18:00,2023,1,5,18,35.4,100,Moderate,32,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 19:00,2023,1,5,19,29.7,88,Moderate,24,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 20:00,2023,1,5,20,28.3,85,Moderate,27,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 21:00,2023,1,5,21,38.6,109,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 22:00,2023,1,5,22,36.8,104,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,05-01-2023 23:00,2023,1,5,23,34.9,99,Moderate,33,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 00:00,2023,1,6,0,33.4,96,Moderate,32,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 01:00,2023,1,6,1,28.7,86,Moderate,24,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 02:00,2023,1,6,2,23.3,75,Moderate,18,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 03:00,2023,1,6,3,22.1,72,Moderate,21,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 04:00,2023,1,6,4,22,72,Moderate,22,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 05:00,2023,1,6,5,23.5,75,Moderate,25,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 06:00,2023,1,6,6,22.7,73,Moderate,22,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 07:00,2023,1,6,7,24.8,78,Moderate,27,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 08:00,2023,1,6,8,27.4,83,Moderate,30,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 09:00,2023,1,6,9,25.7,80,Moderate,24,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 10:00,2023,1,6,10,24,76,Moderate,22,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 11:00,2023,1,6,11,25.3,79,Moderate,27,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 12:00,2023,1,6,12,22.7,73,Moderate,19,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 13:00,2023,1,6,13,20.8,69,Moderate,18,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 14:00,2023,1,6,14,19,66,Moderate,17,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 15:00,2023,1,6,15,14.7,56,Moderate,11,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 16:00,2023,1,6,16,14.3,56,Moderate,14,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 17:00,2023,1,6,17,13.6,54,Moderate,13,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 18:00,2023,1,6,18,18.8,65,Moderate,24,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 19:00,2023,1,6,19,30.4,89,Moderate,42,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 20:00,2023,1,6,20,36.7,104,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 21:00,2023,1,6,21,36.3,103,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 22:00,2023,1,6,22,31.6,92,Moderate,27,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,06-01-2023 23:00,2023,1,6,23,25.3,79,Moderate,19,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 00:00,2023,1,7,0,18.6,65,Moderate,12,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 01:00,2023,1,7,1,13.3,54,Moderate,8,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 02:00,2023,1,7,2,9.6,40,Good,6,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 03:00,2023,1,7,3,8.8,37,Good,8,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 04:00,2023,1,7,4,7.4,31,Good,6,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 05:00,2023,1,7,5,10.7,45,Good,14,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 06:00,2023,1,7,6,10.8,45,Good,11,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 07:00,2023,1,7,7,12.9,53,Moderate,15,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 08:00,2023,1,7,8,16.4,60,Moderate,20,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 09:00,2023,1,7,9,20.2,68,Moderate,24,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 10:00,2023,1,7,10,18.1,64,Moderate,16,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 11:00,2023,1,7,11,21.5,71,Moderate,25,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 12:00,2023,1,7,12,21.2,70,Moderate,21,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 13:00,2023,1,7,13,19.6,67,Moderate,18,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 14:00,2023,1,7,14,19.3,66,Moderate,19,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 15:00,2023,1,7,15,18.6,65,Moderate,18,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 16:00,2023,1,7,16,19.3,66,Moderate,20,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 17:00,2023,1,7,17,18.1,64,Moderate,17,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 18:00,2023,1,7,18,26,80,Moderate,34,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 19:00,2023,1,7,19,27.5,83,Moderate,29,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 20:00,2023,1,7,20,25.2,79,Moderate,23,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 21:00,2023,1,7,21,33.6,96,Moderate,42,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 22:00,2023,1,7,22,29.3,87,Moderate,25,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,07-01-2023 23:00,2023,1,7,23,22.1,72,Moderate,15,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 00:00,2023,1,8,0,19.5,67,Moderate,17,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 01:00,2023,1,8,1,17.7,63,Moderate,16,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 02:00,2023,1,8,2,17.8,63,Moderate,18,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 03:00,2023,1,8,3,15.4,58,Moderate,13,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 04:00,2023,1,8,4,16.7,61,Moderate,18,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 05:00,2023,1,8,5,14.8,57,Moderate,13,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 06:00,2023,1,8,6,17.4,62,Moderate,20,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 07:00,2023,1,8,7,20.7,69,Moderate,24,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 08:00,2023,1,8,8,28.3,85,Moderate,36,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 09:00,2023,1,8,9,34.1,97,Moderate,40,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 10:00,2023,1,8,10,30,89,Moderate,26,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 11:00,2023,1,8,11,28.5,85,Moderate,27,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 12:00,2023,1,8,12,31.2,91,Moderate,34,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 13:00,2023,1,8,13,34.1,97,Moderate,37,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 14:00,2023,1,8,14,36,102,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 15:00,2023,1,8,15,40,112,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 16:00,2023,1,8,16,42,117,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 17:00,2023,1,8,17,48,132,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 18:00,2023,1,8,18,53.5,145,Unhealthy for Sensitive Groups,59,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 19:00,2023,1,8,19,59.7,153,Unhealthy,66,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 20:00,2023,1,8,20,64.3,156,Unhealthy,69,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 21:00,2023,1,8,21,65.1,156,Unhealthy,66,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 22:00,2023,1,8,22,64.1,155,Unhealthy,63,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,08-01-2023 23:00,2023,1,8,23,61.5,154,Unhealthy,59,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,09-01-2023 00:00,2023,1,9,0,58.5,153,Unhealthy,55,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,09-01-2023 01:00,2023,1,9,1,57.4,152,Unhealthy,56,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,09-01-2023 02:00,2023,1,9,2,55.5,151,Unhealthy,51,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,09-01-2023 03:00,2023,1,9,3,51.7,141,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,09-01-2023 04:00,2023,1,9,4,48.2,132,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,09-01-2023 05:00,2023,1,9,5,46.6,128,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,09-01-2023 06:00,2023,1,9,6,43.4,120,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,09-01-2023 07:00,2023,1,9,7,44.9,124,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,09-01-2023 08:00,2023,1,9,8,44.6,123,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,09-01-2023 09:00,2023,1,9,9,45.1,125,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Colombo,PM2.5 - Principal,09-01-2023 10:00,2023,1,9,10,43.8,121,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
